	DepTime	CRSDepTime	ArrTime	CRSArrTime	ActualElapsedTime	CRSElapsedTime	AirTime	ArrDelay	DepDelay	Distance	TaxiIn	TaxiOut	CarrierDelay	WeatherDelay	NASDelay	SecurityDelay	LateAircraftDelay
301768	1858.0	1820	2006.0	1935	68.0	75.0	53.0	31.0	38.0	288	5.0	10.0	8.0	0.0	0.0	0.0	23.0
301770	1603.0	1515	1707.0	1630	64.0	75.0	54.0	37.0	48.0	288	3.0	7.0	8.0	0.0	0.0	0.0	29.0
301772	2134.0	2055	2233.0	2210	59.0	75.0	49.0	23.0	39.0	288	3.0	7.0	0.0	0.0	0.0	0.0	23.0
301776	1617.0	1205	1901.0	1510	164.0	185.0	149.0	231.0	252.0	1073	5.0	10.0	223.0	0.0	0.0	0.0	8.0
301778	1646.0	1605	1749.0	1725	123.0	140.0	109.0	24.0	41.0	717	7.0	7.0	8.0	0.0	0.0	0.0	16.0
301786	1652.0	1615	1755.0	1720	63.0	65.0	51.0	35.0	37.0	324	3.0	9.0	0.0	0.0	0.0	0.0	35.0
301789	1608.0	1540	1617.0	1555	69.0	75.0	58.0	22.0	28.0	358	4.0	7.0	15.0	0.0	0.0	0.0	7.0
301791	1221.0	1150	1233.0	1205	132.0	135.0	117.0	28.0	31.0	758	7.0	8.0	0.0	0.0	0.0	0.0	28.0
301797	1118.0	1050	1217.0	1145	59.0	55.0	40.0	32.0	28.0	189	4.0	15.0	4.0	0.0	4.0	0.0	24.0
301802	1707.0	1640	1759.0	1735	52.0	55.0	41.0	24.0	27.0	189	3.0	8.0	6.0	0.0	0.0	0.0	18.0
301806	842.0	805	930.0	900	48.0	55.0	39.0	30.0	37.0	189	3.0	6.0	30.0	0.0	0.0	0.0	0.0
301809	1225.0	1210	1317.0	1300	52.0	50.0	41.0	17.0	15.0	189	3.0	8.0	4.0	0.0	2.0	0.0	11.0
301817	1942.0	1910	2024.0	1955	42.0	45.0	33.0	29.0	32.0	148	3.0	6.0	1.0	0.0	0.0	0.0	28.0
301826	1232.0	1155	1401.0	1320	209.0	205.0	178.0	41.0	37.0	1242	20.0	11.0	37.0	0.0	4.0	0.0	0.0
301830	1717.0	1635	1815.0	1740	58.0	65.0	46.0	35.0	42.0	294	3.0	9.0	0.0	0.0	0.0	0.0	35.0
301832	1748.0	1740	2052.0	2010	184.0	150.0	135.0	42.0	8.0	972	42.0	7.0	4.0	0.0	34.0	0.0	4.0
301834	1020.0	955	1148.0	1130	148.0	155.0	135.0	18.0	25.0	872	7.0	6.0	1.0	0.0	0.0	0.0	17.0
301835	1533.0	1520	1712.0	1655	159.0	155.0	131.0	17.0	13.0	872	21.0	7.0	4.0	0.0	4.0	0.0	9.0
301837	2023.0	1955	2145.0	2130	142.0	155.0	127.0	15.0	28.0	872	7.0	8.0	1.0	0.0	0.0	0.0	14.0
301841	1439.0	1355	1551.0	1535	132.0	160.0	119.0	16.0	44.0	852	5.0	8.0	4.0	0.0	0.0	0.0	12.0
301844	1425.0	1330	1520.0	1440	55.0	70.0	44.0	40.0	55.0	283	4.0	7.0	9.0	0.0	0.0	0.0	31.0
301847	810.0	735	908.0	845	58.0	70.0	47.0	23.0	35.0	283	4.0	7.0	23.0	0.0	0.0	0.0	0.0
301849	1800.0	1715	1900.0	1825	60.0	70.0	45.0	35.0	45.0	283	3.0	12.0	8.0	0.0	0.0	0.0	27.0
301859	2010.0	1910	2256.0	2225	166.0	195.0	152.0	31.0	60.0	1111	4.0	10.0	7.0	0.0	0.0	0.0	24.0
301862	1416.0	1300	1702.0	1550	106.0	110.0	96.0	72.0	76.0	682	3.0	7.0	8.0	0.0	0.0	0.0	64.0
301867	1753.0	1645	1934.0	1825	101.0	100.0	90.0	69.0	68.0	587	4.0	7.0	14.0	0.0	1.0	0.0	54.0
301874	1920.0	1850	2142.0	2120	82.0	90.0	69.0	22.0	30.0	478	6.0	7.0	0.0	0.0	0.0	0.0	22.0
301876	1520.0	1445	1708.0	1630	108.0	105.0	90.0	38.0	35.0	570	6.0	12.0	21.0	0.0	3.0	0.0	14.0
301878	1958.0	1935	2100.0	2040	62.0	65.0	52.0	20.0	23.0	321	2.0	8.0	0.0	0.0	0.0	0.0	20.0
301885	1910.0	1750	2128.0	2010	78.0	80.0	66.0	78.0	80.0	460	4.0	8.0	2.0	0.0	0.0	0.0	76.0
301886	1424.0	1350	1638.0	1610	74.0	80.0	62.0	28.0	34.0	460	5.0	7.0	8.0	0.0	0.0	0.0	20.0
301887	1430.0	1350	1635.0	1615	125.0	145.0	109.0	20.0	40.0	756	2.0	14.0	3.0	0.0	0.0	0.0	17.0
301888	846.0	810	1054.0	1030	128.0	140.0	113.0	24.0	36.0	756	5.0	10.0	24.0	0.0	0.0	0.0	0.0
301890	1912.0	1835	2228.0	2145	136.0	130.0	122.0	43.0	37.0	852	6.0	8.0	6.0	0.0	6.0	0.0	31.0
301892	1635.0	1535	1719.0	1625	44.0	50.0	31.0	54.0	60.0	177	3.0	10.0	54.0	0.0	0.0	0.0	0.0
301893	948.0	900	1221.0	1140	93.0	100.0	84.0	41.0	48.0	588	2.0	7.0	9.0	0.0	0.0	0.0	32.0
301897	2240.0	2145	105.0	15	85.0	90.0	75.0	50.0	55.0	588	4.0	6.0	12.0	0.0	0.0	0.0	38.0
301898	1933.0	1905	2210.0	2140	97.0	95.0	83.0	30.0	28.0	588	4.0	10.0	6.0	0.0	2.0	0.0	22.0
301901	1048.0	1025	1311.0	1250	83.0	85.0	67.0	21.0	23.0	448	8.0	8.0	21.0	0.0	0.0	0.0	0.0
301902	2013.0	1940	2233.0	2205	80.0	85.0	65.0	28.0	33.0	448	8.0	7.0	21.0	0.0	0.0	0.0	7.0
301904	1932.0	1905	2138.0	2115	66.0	70.0	54.0	23.0	27.0	338	2.0	10.0	23.0	0.0	0.0	0.0	0.0
301909	1907.0	1840	2134.0	2110	87.0	90.0	70.0	24.0	27.0	457	6.0	11.0	6.0	0.0	0.0	0.0	18.0
301914	1414.0	1335	1609.0	1545	115.0	130.0	104.0	24.0	39.0	670	3.0	8.0	15.0	0.0	0.0	0.0	9.0
301919	2129.0	2030	2346.0	2250	77.0	80.0	64.0	56.0	59.0	484	5.0	8.0	0.0	0.0	0.0	0.0	56.0
301920	820.0	755	1034.0	1015	74.0	80.0	61.0	19.0	25.0	484	5.0	8.0	0.0	0.0	0.0	0.0	19.0
301921	1636.0	1605	1838.0	1820	242.0	255.0	228.0	18.0	31.0	1588	7.0	7.0	9.0	0.0	0.0	0.0	9.0
301927	1908.0	1815	2148.0	2100	280.0	285.0	260.0	48.0	53.0	1797	13.0	7.0	6.0	0.0	0.0	0.0	42.0
301933	1802.0	1735	2045.0	2020	103.0	105.0	85.0	25.0	27.0	616	8.0	10.0	6.0	0.0	0.0	0.0	19.0
301934	2056.0	2030	2335.0	2310	99.0	100.0	84.0	25.0	26.0	616	4.0	11.0	6.0	0.0	0.0	0.0	19.0
301935	1015.0	930	1256.0	1215	101.0	105.0	85.0	41.0	45.0	616	7.0	9.0	41.0	0.0	0.0	0.0	0.0
301941	1206.0	1135	1328.0	1255	82.0	80.0	66.0	33.0	31.0	395	8.0	8.0	5.0	0.0	2.0	0.0	26.0
301946	1824.0	1735	1943.0	1905	79.0	90.0	69.0	38.0	49.0	471	2.0	8.0	4.0	0.0	0.0	0.0	34.0
301947	1027.0	945	1153.0	1115	86.0	90.0	69.0	38.0	42.0	471	6.0	11.0	21.0	0.0	0.0	0.0	17.0
301952	1818.0	1810	2117.0	2100	119.0	110.0	97.0	17.0	8.0	675	9.0	13.0	0.0	0.0	9.0	0.0	8.0
301953	1213.0	1145	1502.0	1440	229.0	235.0	209.0	22.0	28.0	1448	12.0	8.0	21.0	0.0	0.0	0.0	1.0
301954	758.0	715	1043.0	1015	225.0	240.0	208.0	28.0	43.0	1448	7.0	10.0	8.0	0.0	0.0	0.0	20.0
301955	1920.0	1840	2203.0	2130	223.0	230.0	209.0	33.0	40.0	1448	5.0	9.0	33.0	0.0	0.0	0.0	0.0
301956	1623.0	1510	1910.0	1805	227.0	235.0	215.0	65.0	73.0	1448	3.0	9.0	65.0	0.0	0.0	0.0	0.0
301957	1647.0	1635	2004.0	1945	137.0	130.0	123.0	19.0	12.0	907	2.0	12.0	0.0	0.0	7.0	0.0	12.0
301959	1836.0	1800	2050.0	2020	74.0	80.0	64.0	30.0	36.0	443	2.0	8.0	3.0	0.0	0.0	0.0	27.0
301960	2105.0	1940	2321.0	2200	76.0	80.0	64.0	81.0	85.0	443	3.0	9.0	9.0	0.0	0.0	0.0	72.0
301961	1438.0	1415	1658.0	1635	80.0	80.0	69.0	23.0	23.0	443	4.0	7.0	9.0	0.0	0.0	0.0	14.0
301964	754.0	720	1013.0	950	259.0	270.0	237.0	23.0	34.0	1751	12.0	10.0	20.0	0.0	0.0	0.0	3.0
301965	2024.0	1930	2230.0	2200	126.0	150.0	115.0	30.0	54.0	822	2.0	9.0	8.0	0.0	0.0	0.0	22.0
301968	2130.0	2040	3.0	2320	93.0	100.0	80.0	43.0	50.0	612	4.0	9.0	29.0	0.0	0.0	0.0	14.0
301969	1929.0	1755	2205.0	2040	96.0	105.0	87.0	85.0	94.0	612	2.0	7.0	14.0	0.0	0.0	0.0	71.0
301970	1635.0	1425	1910.0	1705	95.0	100.0	83.0	125.0	130.0	612	5.0	7.0	16.0	0.0	0.0	0.0	109.0
301973	2110.0	2040	2105.0	2040	55.0	60.0	44.0	25.0	30.0	287	3.0	8.0	0.0	0.0	0.0	0.0	25.0
301975	1712.0	1640	1713.0	1640	61.0	60.0	48.0	33.0	32.0	287	5.0	8.0	0.0	0.0	1.0	0.0	32.0
301977	1856.0	1835	1934.0	1915	98.0	100.0	85.0	19.0	21.0	520	4.0	9.0	0.0	0.0	0.0	0.0	19.0
301978	1626.0	1535	1705.0	1620	99.0	105.0	87.0	45.0	51.0	511	5.0	7.0	7.0	0.0	0.0	0.0	38.0
301981	1921.0	1845	1943.0	1900	82.0	75.0	60.0	43.0	36.0	344	16.0	6.0	12.0	0.0	7.0	0.0	24.0
301985	2000.0	1905	2003.0	1910	63.0	65.0	52.0	53.0	55.0	335	4.0	7.0	3.0	0.0	0.0	0.0	50.0
301988	1219.0	1200	1249.0	1230	90.0	90.0	77.0	19.0	19.0	399	5.0	8.0	5.0	0.0	0.0	0.0	14.0
301990	1340.0	1305	1441.0	1405	61.0	60.0	45.0	36.0	35.0	291	9.0	7.0	1.0	0.0	1.0	0.0	34.0
301994	904.0	825	1006.0	930	62.0	65.0	52.0	36.0	39.0	281	2.0	8.0	27.0	0.0	0.0	0.0	9.0
301996	1445.0	1400	1542.0	1505	57.0	65.0	47.0	37.0	45.0	281	3.0	7.0	0.0	0.0	0.0	0.0	37.0
301997	713.0	630	811.0	740	58.0	70.0	48.0	31.0	43.0	281	2.0	8.0	31.0	0.0	0.0	0.0	0.0
301998	1622.0	1540	1718.0	1645	56.0	65.0	46.0	33.0	42.0	281	3.0	7.0	9.0	0.0	0.0	0.0	24.0
302000	1402.0	1315	1623.0	1600	141.0	165.0	126.0	23.0	47.0	1011	4.0	11.0	2.0	0.0	0.0	0.0	21.0
302002	1928.0	1820	2142.0	2100	134.0	160.0	120.0	42.0	68.0	1011	6.0	8.0	0.0	11.0	0.0	0.0	31.0
302007	845.0	740	1103.0	1030	138.0	170.0	128.0	33.0	65.0	1054	4.0	6.0	33.0	0.0	0.0	0.0	0.0
302013	1252.0	1215	1347.0	1320	55.0	65.0	42.0	27.0	37.0	223	4.0	9.0	1.0	0.0	0.0	0.0	26.0
302015	1438.0	1420	1541.0	1525	63.0	65.0	43.0	16.0	18.0	223	9.0	11.0	6.0	0.0	0.0	0.0	10.0
302020	1947.0	1915	2054.0	2015	67.0	60.0	40.0	39.0	32.0	223	19.0	8.0	6.0	0.0	7.0	0.0	26.0
302022	1548.0	1425	1704.0	1535	76.0	70.0	63.0	89.0	83.0	325	6.0	7.0	1.0	0.0	6.0	0.0	82.0
302023	2244.0	2140	2359.0	2250	75.0	70.0	62.0	69.0	64.0	325	5.0	8.0	0.0	0.0	5.0	0.0	64.0
302024	1943.0	1930	2101.0	2045	78.0	75.0	61.0	16.0	13.0	325	9.0	8.0	0.0	0.0	3.0	0.0	13.0
302031	2353.0	2030	105.0	2140	72.0	70.0	59.0	205.0	203.0	325	3.0	10.0	0.0	0.0	2.0	0.0	203.0
302032	1748.0	1720	1903.0	1835	75.0	75.0	60.0	28.0	28.0	325	5.0	10.0	0.0	0.0	0.0	0.0	28.0
302033	1748.0	1650	1911.0	1805	83.0	75.0	64.0	66.0	58.0	325	4.0	15.0	0.0	0.0	8.0	0.0	58.0
302036	905.0	840	1018.0	955	73.0	75.0	62.0	23.0	25.0	325	4.0	7.0	17.0	0.0	0.0	0.0	6.0
302039	1041.0	1025	1312.0	1245	91.0	80.0	64.0	27.0	16.0	369	5.0	22.0	16.0	0.0	11.0	0.0	0.0
302041	2127.0	2020	2330.0	2240	63.0	80.0	52.0	50.0	67.0	369	3.0	8.0	0.0	0.0	0.0	0.0	50.0
302042	1632.0	1610	1903.0	1835	91.0	85.0	70.0	28.0	22.0	369	4.0	17.0	0.0	0.0	11.0	0.0	17.0
302043	1410.0	1300	1631.0	1525	81.0	85.0	63.0	66.0	70.0	369	6.0	12.0	8.0	0.0	0.0	0.0	58.0
302045	1923.0	1830	2148.0	2055	85.0	85.0	69.0	53.0	53.0	369	5.0	11.0	1.0	0.0	0.0	0.0	52.0
302047	1413.0	1345	1627.0	1605	74.0	80.0	62.0	22.0	28.0	369	5.0	7.0	6.0	0.0	0.0	0.0	16.0
302049	2012.0	1915	2116.0	2020	64.0	65.0	52.0	56.0	57.0	296	4.0	8.0	0.0	0.0	0.0	0.0	56.0
302051	1538.0	1520	1641.0	1625	63.0	65.0	51.0	16.0	18.0	296	4.0	8.0	4.0	0.0	0.0	0.0	12.0
302054	1409.0	1345	1510.0	1450	61.0	65.0	50.0	20.0	24.0	296	5.0	6.0	6.0	0.0	0.0	0.0	14.0
302061	2218.0	2055	2329.0	2210	71.0	75.0	56.0	79.0	83.0	358	5.0	10.0	0.0	0.0	0.0	0.0	79.0
302063	1213.0	1145	1325.0	1300	72.0	75.0	59.0	25.0	28.0	358	5.0	8.0	2.0	0.0	0.0	0.0	23.0
302066	1857.0	1800	2003.0	1915	66.0	75.0	55.0	48.0	57.0	358	4.0	7.0	4.0	0.0	0.0	0.0	44.0
302070	1528.0	1425	1735.0	1655	247.0	270.0	235.0	40.0	63.0	1670	5.0	7.0	40.0	0.0	0.0	0.0	0.0
302071	1811.0	1755	1920.0	1905	69.0	70.0	58.0	15.0	16.0	288	3.0	8.0	7.0	0.0	0.0	0.0	8.0
302072	1415.0	1340	1527.0	1450	72.0	70.0	59.0	37.0	35.0	288	4.0	9.0	15.0	0.0	2.0	0.0	20.0
302073	851.0	830	1011.0	940	80.0	70.0	61.0	31.0	21.0	288	3.0	16.0	0.0	0.0	10.0	0.0	21.0
302074	1713.0	1645	1823.0	1755	70.0	70.0	57.0	28.0	28.0	288	5.0	8.0	10.0	0.0	0.0	0.0	18.0
302077	2153.0	2045	2302.0	2150	69.0	65.0	51.0	72.0	68.0	288	4.0	14.0	60.0	0.0	4.0	0.0	8.0
302081	2306.0	2030	8.0	2135	62.0	65.0	49.0	153.0	156.0	283	5.0	8.0	77.0	0.0	0.0	0.0	76.0
302083	2154.0	2125	2301.0	2230	67.0	65.0	49.0	31.0	29.0	283	7.0	11.0	0.0	0.0	2.0	0.0	29.0
302084	845.0	835	959.0	940	74.0	65.0	53.0	19.0	10.0	283	6.0	15.0	4.0	0.0	9.0	0.0	6.0
302085	1610.0	1545	1718.0	1650	68.0	65.0	51.0	28.0	25.0	283	6.0	11.0	9.0	0.0	3.0	0.0	16.0
302087	1824.0	1740	1932.0	1845	68.0	65.0	52.0	47.0	44.0	283	5.0	11.0	28.0	0.0	3.0	0.0	16.0
302089	1851.0	1805	1941.0	1915	110.0	130.0	98.0	26.0	46.0	682	3.0	9.0	15.0	0.0	0.0	0.0	11.0
302098	1749.0	1650	1836.0	1750	107.0	120.0	88.0	46.0	59.0	588	8.0	11.0	18.0	0.0	0.0	0.0	28.0
302100	938.0	925	1048.0	1030	70.0	65.0	54.0	18.0	13.0	281	4.0	12.0	2.0	0.0	5.0	0.0	11.0
302102	1227.0	1145	1332.0	1250	65.0	65.0	51.0	42.0	42.0	281	6.0	8.0	32.0	0.0	0.0	0.0	10.0
302104	2150.0	2115	2259.0	2220	69.0	65.0	52.0	39.0	35.0	281	3.0	14.0	0.0	0.0	4.0	0.0	35.0
302105	1937.0	1915	2036.0	2020	59.0	65.0	48.0	16.0	22.0	281	3.0	8.0	5.0	0.0	0.0	0.0	11.0
302106	1414.0	1355	1515.0	1500	61.0	65.0	51.0	15.0	19.0	281	2.0	8.0	15.0	0.0	0.0	0.0	0.0
302107	947.0	905	1055.0	1025	68.0	80.0	51.0	30.0	42.0	314	4.0	13.0	24.0	0.0	0.0	0.0	6.0
302108	1904.0	1815	2018.0	1930	74.0	75.0	57.0	48.0	49.0	314	7.0	10.0	0.0	0.0	0.0	0.0	48.0
302110	2116.0	2015	2224.0	2125	68.0	70.0	54.0	59.0	61.0	314	5.0	9.0	0.0	0.0	0.0	0.0	59.0
302112	1717.0	1625	1824.0	1745	67.0	80.0	57.0	39.0	52.0	336	4.0	6.0	1.0	0.0	0.0	0.0	38.0
302114	1928.0	1855	2033.0	2015	65.0	80.0	54.0	18.0	33.0	336	3.0	8.0	2.0	0.0	0.0	0.0	16.0
302116	845.0	710	1040.0	920	235.0	250.0	213.0	80.0	95.0	1491	7.0	15.0	80.0	0.0	0.0	0.0	0.0
302117	1241.0	1210	1436.0	1420	235.0	250.0	215.0	16.0	31.0	1491	7.0	13.0	16.0	0.0	0.0	0.0	0.0
302118	1917.0	1815	2112.0	2025	235.0	250.0	218.0	47.0	62.0	1491	8.0	9.0	31.0	0.0	0.0	0.0	16.0
302120	1958.0	1945	2131.0	2115	93.0	90.0	69.0	16.0	13.0	408	13.0	11.0	4.0	0.0	3.0	0.0	9.0
302121	1233.0	1120	1407.0	1300	94.0	100.0	79.0	67.0	73.0	408	6.0	9.0	13.0	0.0	0.0	0.0	54.0
302122	1603.0	1510	1720.0	1650	77.0	100.0	65.0	30.0	53.0	408	5.0	7.0	6.0	0.0	0.0	0.0	24.0
302127	1152.0	950	1413.0	1235	141.0	165.0	117.0	98.0	122.0	925	8.0	16.0	98.0	0.0	0.0	0.0	0.0
302130	1230.0	1200	1500.0	1440	210.0	220.0	180.0	20.0	30.0	1246	19.0	11.0	13.0	0.0	0.0	0.0	7.0
302132	1722.0	1615	1900.0	1805	98.0	110.0	80.0	55.0	67.0	515	7.0	11.0	29.0	0.0	0.0	0.0	26.0
302134	1239.0	1205	1417.0	1355	98.0	110.0	82.0	22.0	34.0	515	7.0	9.0	17.0	0.0	0.0	0.0	5.0
302135	1240.0	1205	1339.0	1305	59.0	60.0	46.0	34.0	35.0	220	4.0	9.0	11.0	0.0	0.0	0.0	23.0
302137	1914.0	1855	2013.0	1955	59.0	60.0	44.0	18.0	19.0	220	6.0	9.0	5.0	0.0	0.0	0.0	13.0
302139	2143.0	1955	2239.0	2055	56.0	60.0	42.0	104.0	108.0	220	4.0	10.0	80.0	0.0	0.0	0.0	24.0
302140	949.0	935	1051.0	1035	62.0	60.0	46.0	16.0	14.0	220	4.0	12.0	10.0	0.0	2.0	0.0	4.0
302141	1620.0	1555	1720.0	1655	60.0	60.0	46.0	25.0	25.0	220	4.0	10.0	2.0	0.0	0.0	0.0	23.0
302144	1551.0	1505	1735.0	1710	104.0	125.0	92.0	25.0	46.0	663	4.0	8.0	5.0	0.0	0.0	0.0	20.0
302147	1925.0	1900	2140.0	2125	315.0	325.0	303.0	15.0	25.0	2106	5.0	7.0	11.0	0.0	0.0	0.0	4.0
302149	944.0	855	1153.0	1125	309.0	330.0	292.0	28.0	49.0	2106	4.0	13.0	28.0	0.0	0.0	0.0	0.0
302153	1337.0	1305	1520.0	1505	163.0	180.0	142.0	15.0	32.0	967	5.0	16.0	7.0	0.0	0.0	0.0	8.0
302155	2055.0	1925	2302.0	2145	127.0	140.0	114.0	77.0	90.0	787	3.0	10.0	20.0	0.0	0.0	0.0	57.0
302156	1044.0	955	1245.0	1220	121.0	145.0	104.0	25.0	49.0	787	6.0	11.0	7.0	0.0	0.0	0.0	18.0
302169	2030.0	1955	2127.0	2105	117.0	130.0	98.0	22.0	35.0	611	12.0	7.0	1.0	0.0	0.0	0.0	21.0
302171	2244.0	2130	2359.0	2245	75.0	75.0	64.0	74.0	74.0	377	3.0	8.0	0.0	0.0	0.0	0.0	74.0
302172	1320.0	1310	1441.0	1425	81.0	75.0	69.0	16.0	10.0	377	3.0	9.0	10.0	0.0	6.0	0.0	0.0
302173	2151.0	1935	2308.0	2050	77.0	75.0	65.0	138.0	136.0	377	3.0	9.0	0.0	0.0	2.0	0.0	136.0
302174	1937.0	1835	2057.0	1950	80.0	75.0	67.0	67.0	62.0	377	4.0	9.0	50.0	0.0	5.0	0.0	12.0
302175	849.0	825	1017.0	940	88.0	75.0	71.0	37.0	24.0	377	3.0	14.0	6.0	0.0	13.0	0.0	18.0
302176	1011.0	950	1132.0	1105	81.0	75.0	68.0	27.0	21.0	377	3.0	10.0	6.0	0.0	6.0	0.0	15.0
302177	1715.0	1510	1836.0	1625	81.0	75.0	67.0	131.0	125.0	377	3.0	11.0	124.0	0.0	6.0	0.0	1.0
302179	1641.0	1610	1758.0	1725	77.0	75.0	66.0	33.0	31.0	377	4.0	7.0	17.0	0.0	2.0	0.0	14.0
302180	1210.0	1125	1333.0	1240	83.0	75.0	70.0	53.0	45.0	377	3.0	10.0	23.0	0.0	8.0	0.0	22.0
302181	2057.0	2045	2217.0	2200	80.0	75.0	65.0	17.0	12.0	377	3.0	12.0	12.0	0.0	5.0	0.0	0.0
302184	1257.0	1205	1338.0	1255	41.0	50.0	29.0	43.0	52.0	159	3.0	9.0	9.0	0.0	0.0	0.0	34.0
302185	2148.0	2015	2231.0	2105	43.0	50.0	31.0	86.0	93.0	159	4.0	8.0	79.0	0.0	0.0	0.0	7.0
302186	859.0	800	950.0	850	51.0	50.0	30.0	60.0	59.0	159	4.0	17.0	28.0	0.0	1.0	0.0	31.0
302187	1753.0	1715	1835.0	1805	42.0	50.0	30.0	30.0	38.0	159	3.0	9.0	4.0	0.0	0.0	0.0	26.0
302188	1551.0	1520	1634.0	1610	43.0	50.0	30.0	24.0	31.0	159	3.0	10.0	15.0	0.0	0.0	0.0	9.0
302191	1750.0	1650	1957.0	1925	127.0	155.0	115.0	32.0	60.0	883	3.0	9.0	25.0	0.0	0.0	0.0	7.0
302193	1859.0	1735	2212.0	2055	313.0	320.0	284.0	77.0	84.0	1999	19.0	10.0	74.0	0.0	0.0	0.0	3.0
302194	1432.0	1355	1730.0	1710	298.0	315.0	284.0	20.0	37.0	1999	4.0	10.0	5.0	0.0	0.0	0.0	15.0
302197	1230.0	1200	1321.0	1300	51.0	60.0	36.0	21.0	30.0	210	6.0	9.0	11.0	0.0	0.0	0.0	10.0
302198	1934.0	1850	2029.0	1950	55.0	60.0	39.0	39.0	44.0	210	6.0	10.0	8.0	0.0	0.0	0.0	31.0
302204	1835.0	1750	1937.0	1900	62.0	70.0	53.0	37.0	45.0	328	3.0	6.0	13.0	0.0	0.0	0.0	24.0
302208	2155.0	2140	2305.0	2245	70.0	65.0	53.0	20.0	15.0	328	4.0	13.0	0.0	0.0	5.0	0.0	15.0
302210	1337.0	1325	1446.0	1430	69.0	65.0	58.0	16.0	12.0	328	4.0	7.0	1.0	0.0	4.0	0.0	11.0
302211	1424.0	1405	1532.0	1515	68.0	70.0	57.0	17.0	19.0	328	2.0	9.0	0.0	0.0	0.0	0.0	17.0
302212	1610.0	1510	1709.0	1615	59.0	65.0	47.0	54.0	60.0	255	2.0	10.0	11.0	0.0	0.0	0.0	43.0
302215	1154.0	1125	1249.0	1230	55.0	65.0	43.0	19.0	29.0	255	3.0	9.0	8.0	0.0	0.0	0.0	11.0
302216	1737.0	1700	1838.0	1805	61.0	65.0	43.0	33.0	37.0	255	3.0	15.0	0.0	0.0	0.0	0.0	33.0
302217	958.0	915	1054.0	1020	56.0	65.0	42.0	34.0	43.0	255	2.0	12.0	29.0	0.0	0.0	0.0	5.0
302219	1557.0	1510	1819.0	1800	142.0	170.0	129.0	19.0	47.0	919	4.0	9.0	3.0	0.0	0.0	0.0	16.0
302220	1940.0	1840	2217.0	2130	337.0	350.0	324.0	47.0	60.0	2295	4.0	9.0	20.0	0.0	0.0	0.0	27.0
302221	922.0	845	1150.0	1135	328.0	350.0	316.0	15.0	37.0	2295	4.0	8.0	4.0	0.0	0.0	0.0	11.0
302222	1628.0	1535	1852.0	1835	204.0	240.0	189.0	17.0	53.0	1407	3.0	12.0	5.0	0.0	0.0	0.0	12.0
302225	1738.0	1615	1912.0	1805	94.0	110.0	79.0	67.0	83.0	495	5.0	10.0	9.0	0.0	0.0	0.0	58.0
302228	1455.0	1345	1628.0	1535	93.0	110.0	78.0	53.0	70.0	495	5.0	10.0	53.0	0.0	0.0	0.0	0.0
302229	929.0	840	1216.0	1140	287.0	300.0	274.0	36.0	49.0	1864	3.0	10.0	32.0	0.0	0.0	0.0	4.0
302243	1814.0	1650	1844.0	1725	90.0	95.0	70.0	79.0	84.0	448	12.0	8.0	8.0	0.0	0.0	0.0	71.0
302249	1225.0	1050	1433.0	1330	128.0	160.0	116.0	63.0	95.0	895	6.0	6.0	0.0	0.0	0.0	0.0	63.0
302251	1121.0	1050	1125.0	1110	64.0	80.0	51.0	15.0	31.0	307	5.0	8.0	0.0	0.0	0.0	0.0	15.0
302252	2133.0	1855	2145.0	1915	72.0	80.0	54.0	150.0	158.0	307	10.0	8.0	0.0	0.0	0.0	0.0	150.0
302257	2113.0	2055	2133.0	2110	80.0	75.0	54.0	23.0	18.0	307	16.0	10.0	1.0	0.0	5.0	0.0	17.0
302261	1611.0	1555	1626.0	1610	75.0	75.0	56.0	16.0	16.0	338	10.0	9.0	0.0	0.0	0.0	0.0	16.0
302267	1902.0	1815	2036.0	1950	274.0	275.0	259.0	46.0	47.0	1772	7.0	8.0	8.0	0.0	0.0	0.0	38.0
302269	755.0	700	957.0	910	122.0	130.0	107.0	47.0	55.0	802	7.0	8.0	47.0	0.0	0.0	0.0	0.0
302273	913.0	840	913.0	850	60.0	70.0	47.0	23.0	33.0	284	6.0	7.0	7.0	0.0	0.0	0.0	16.0
302275	828.0	745	832.0	755	64.0	70.0	49.0	37.0	43.0	284	8.0	7.0	37.0	0.0	0.0	0.0	0.0
302277	2047.0	2035	2104.0	2040	77.0	65.0	49.0	24.0	12.0	284	17.0	11.0	0.0	0.0	12.0	0.0	12.0
302280	1931.0	1845	2046.0	2020	75.0	95.0	62.0	26.0	46.0	405	7.0	6.0	2.0	0.0	0.0	0.0	24.0
302295	1254.0	1205	1340.0	1255	106.0	110.0	94.0	45.0	49.0	580	3.0	9.0	16.0	0.0	0.0	0.0	29.0
302297	1819.0	1700	1917.0	1750	118.0	110.0	93.0	87.0	79.0	580	8.0	17.0	12.0	0.0	8.0	0.0	67.0
302299	1518.0	1350	1601.0	1440	103.0	110.0	91.0	81.0	88.0	580	4.0	8.0	3.0	0.0	0.0	0.0	78.0
302301	1817.0	1800	1907.0	1850	110.0	110.0	93.0	17.0	17.0	580	5.0	12.0	17.0	0.0	0.0	0.0	0.0
302302	1954.0	1855	2030.0	1945	96.0	110.0	85.0	45.0	59.0	580	3.0	8.0	43.0	0.0	0.0	0.0	2.0
